source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[compound]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	characteristics[biological replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	material type	factor value[phenotype]	factor value[enrichment process]
sample 4	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 33	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_Fr6.raw	20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_Fr6.raw	cell	normal	enrichment of phosphorylated Protein
sample 4	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 34	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_FT1.raw	20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_FT1.raw	cell	normal	enrichment of phosphorylated Protein
sample 4	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 35	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_FT2.raw	20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_FT2.raw	cell	normal	enrichment of phosphorylated Protein
sample 4	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 36	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_FT3a.raw	20120127_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep2_FT3a.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 37	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr1.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr1.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 38	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr2.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr2.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 39	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr3.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr3.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 40	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr4.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr4.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 41	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr5.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr5.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 42	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr6.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_Fr6.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 43	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_FT1.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_FT1.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 44	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_FT2.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_FT2.raw	cell	normal	enrichment of phosphorylated Protein
sample 5	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 45	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_FT3.raw	20120128_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep3_FT3.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 46	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120202_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr1.raw	20120202_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr1.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 47	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr2.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr2.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 48	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr3.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr3.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 49	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr4.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr4.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 50	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr5.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr5.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 51	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr6.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr6.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 52	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_FT1.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_FT1.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 53	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_FT2.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_FT2.raw	cell	normal	enrichment of phosphorylated Protein
sample 6	homo sapiens	not applicable	not available	not available	Female	normal	compound: none	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 54	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_FT3.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_FT3.raw	cell	normal	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 55	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr1.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr1.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 56	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr2.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr2.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 57	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr3.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr3.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 58	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr4.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr4.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 59	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr5.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr5.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 60	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr6.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr6.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 61	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_FT1.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_FT1.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 62	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_FT2.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_FT2.raw	cell	Nocodazole	enrichment of phosphorylated Protein
sample 7	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 63	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_FT3.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_FT3.raw	cell	Nocodazole	enrichment of phosphorylated Protein
